STATION,NAME,DATE,AVG,TMAX,TMIN
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/15/02,,30,23
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/16/02,,31,18
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/17/02,,36,15
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/18/02,,25,12
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/19/02,,37,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/20/02,,44,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/21/02,,51,19
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/22/02,,59,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/23/02,,39,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/24/02,,46,9
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/25/02,,59,23
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/26/02,,65,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/27/02,,63,27
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/28/02,,31,23
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/29/02,,26,21
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/30/02,,29,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/31/02,,28,24
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/1/02,,25,12
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/2/02,,39,13
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/3/02,,33,11
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/4/02,,21,-2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/5/02,,34,10
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/6/02,,34,16
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/7/02,,39,22
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/8/02,,43,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/9/02,,42,36
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/10/02,,36,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/11/02,,45,18
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/12/02,,41,24
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/13/02,,46,19
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/14/02,,50,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/15/02,,48,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/16/02,,49,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/17/02,,52,24
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/18/02,,62,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/19/02,,52,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/20/02,,38,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/21/02,,42,28
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/22/02,,45,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/23/02,,64,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/24/02,,65,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/25/02,,32,14
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/26/02,,20,10
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/27/02,,30,8
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/28/02,,39,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/1/02,,27,14
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/2/02,,20,7
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/3/02,,9,-3
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/4/02,,37,-3
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/5/02,,58,18
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/6/02,,45,28
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/7/02,,47,28
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/8/02,,54,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/9/02,,33,16
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/10/02,,33,10
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/11/02,,51,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/12/02,,58,22
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/13/02,,52,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/14/02,,71,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/15/02,,41,28
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/16/02,,48,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/17/02,,42,30
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/18/02,,51,25
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/19/02,,43,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/20/02,,52,28
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/21/02,,28,13
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/22/02,,40,12
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/23/02,,51,25
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/24/02,,37,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/25/02,,37,22
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/26/02,,44,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/27/02,,59,26
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/28/02,,64,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/29/02,,61,40
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/30/02,,49,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/31/02,,51,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/1/02,,50,31
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/2/02,,42,24
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/3/02,,37,21
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/4/02,,45,17
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/5/02,,56,28
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/6/02,,60,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/7/02,,52,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/8/02,,51,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/9/02,,60,31
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/10/02,,76,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/11/02,,71,48
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/12/02,,58,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/13/02,,64,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/14/02,,82,47
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/15/02,,87,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/16/02,,83,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/17/02,,79,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/18/02,,86,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/19/02,,58,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/20/02,,55,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/21/02,,45,36
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/22/02,,56,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/23/02,,74,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/24/02,,63,40
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/25/02,,55,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/26/02,,53,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/27/02,,60,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/28/02,,47,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/29/02,,68,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/30/02,,59,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/1/02,,62,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/2/02,,59,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/3/02,,67,41
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/4/02,,71,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/5/02,,81,48
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/6/02,,81,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/7/02,,73,52
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/8/02,,82,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/9/02,,59,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/10/02,,67,40
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/11/02,,58,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/12/02,,51,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/13/02,,70,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/14/02,,69,41
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/15/02,,74,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/16/02,,67,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/17/02,,62,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/18/02,,63,36
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/19/02,,64,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/20/02,,62,40
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/21/02,,63,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/22/02,,76,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/23/02,,71,52
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/24/02,,65,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/25/02,,67,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/26/02,,76,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/27/02,,79,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/28/02,,82,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/29/02,,82,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/30/02,,89,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/31/02,,87,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/1/02,,93,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/2/02,,82,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/3/02,,85,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/4/02,,70,57
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/5/02,,74,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/6/02,,79,53
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/7/02,,84,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/8/02,,86,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/9/02,,88,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/10/02,,81,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/11/02,,81,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/12/02,,81,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/13/02,,77,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/14/02,,76,55
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/15/02,,81,57
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/16/02,,78,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/17/02,,79,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/18/02,,84,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/19/02,,85,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/20/02,,87,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/21/02,,88,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/22/02,,90,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/23/02,,89,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/24/02,,89,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/25/02,,91,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/26/02,,90,72
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/27/02,,87,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/28/02,,87,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/29/02,,94,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/30/02,,92,75
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/1/02,,91,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/2/02,,90,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/3/02,,90,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/4/02,,90,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/5/02,,89,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/6/02,,91,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/7/02,,87,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/8/02,,96,74
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/9/02,,89,74
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/10/02,,82,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/11/02,,70,63
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/12/02,,78,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/13/02,,81,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/14/02,,81,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/15/02,,84,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/16/02,,87,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/17/02,,92,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/18/02,,93,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/19/02,,87,75
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/20/02,,97,74
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/21/02,,96,77
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/22/02,,84,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/23/02,,80,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/24/02,,82,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/25/02,,88,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/26/02,,82,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/27/02,,92,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/28/02,,92,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/29/02,,89,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/30/02,,93,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/31/02,,92,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/1/02,,92,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/2/02,,81,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/3/02,,93,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/4/02,,86,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/5/02,,84,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/6/02,,78,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/7/02,,81,63
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/8/02,,85,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/9/02,,84,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/10/02,,86,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/11/02,,93,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/12/02,,84,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/13/02,,69,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/14/02,,83,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/15/02,,82,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/16/02,,76,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/17/02,,75,57
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/18/02,,70,52
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/19/02,,77,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/20/02,,76,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/21/02,,85,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/22/02,,86,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/23/02,,83,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/24/02,,77,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/25/02,,83,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/26/02,,86,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/27/02,,83,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/28/02,,82,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/29/02,,82,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/30/02,,81,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/31/02,,84,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/1/02,,87,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/2/02,,92,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/3/02,,83,55
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/4/02,,86,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/5/02,,89,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/6/02,,93,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/7/02,,93,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/8/02,,91,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/9/02,,90,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/10/02,,74,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/11/02,,76,52
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/12/02,,78,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/13/02,,78,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/14/02,,74,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/15/02,,74,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/16/02,,81,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/17/02,,80,56
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/18/02,,83,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/19/02,,70,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/20/02,,75,57
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/21/02,,69,53
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/22/02,,65,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/23/02,,67,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/24/02,,68,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/25/02,,76,53
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/26/02,,75,48
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/27/02,,59,50
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/28/02,,77,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/29/02,,90,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/30/02,,90,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/1/02,,76,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/2/02,,65,50
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/3/02,,65,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/4/02,,70,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/5/02,,69,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/6/02,,62,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/7/02,,62,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/8/02,,72,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/9/02,,67,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/10/02,,75,50
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/11/02,,75,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/12/02,,61,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/13/02,,57,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/14/02,,61,36
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/15/02,,55,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/16/02,,48,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/17/02,,50,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/18/02,,69,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/19/02,,47,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/20/02,,55,26
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/21/02,,49,36
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/22/02,,46,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/23/02,,39,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/24/02,,41,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/25/02,,46,40
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/26/02,,50,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/27/02,,39,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/28/02,,42,36
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/29/02,,44,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/30/02,,43,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/31/02,,35,22
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/1/02,,39,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/2/02,,44,21
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/3/02,,44,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/4/02,,32,27
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/5/02,,39,30
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/6/02,,55,31
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/7/02,,68,31
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/8/02,,62,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/9/02,,64,41
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/10/02,,50,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/11/02,,34,24
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/12/02,,59,21
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/13/02,,61,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/14/02,,48,30
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/15/02,,36,25
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/16/02,,38,25
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/17/02,,43,20
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/18/02,,47,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/19/02,,55,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/20/02,,59,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/21/02,,45,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/22/02,,41,24
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/23/02,,49,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/24/02,,37,22
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/25/02,,27,14
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/26/02,,33,18
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/27/02,,28,12
