STATION,NAME,DATE,AVG,TMAX,TMIN
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/7/78,,36,10
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/8/78,,10,-4
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/9/78,,1,-7
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/10/78,,6,-11
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/11/78,,16,0
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/12/78,,20,15
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/13/78,,19,9
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/14/78,,20,6
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/15/78,,17,2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/16/78,,10,-7
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/17/78,,15,-9
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/18/78,,20,1
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/19/78,,17,4
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/20/78,,14,-2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/21/78,,18,-8
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/22/78,,26,12
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/23/78,,28,17
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/24/78,,31,16
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/25/78,,24,-3
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/26/78,,6,-2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/27/78,,13,-6
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/28/78,,13,0
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/29/78,,13,-4
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/30/78,,17,5
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1/31/78,,16,-7
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/1/78,,22,4
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/2/78,,5,-10
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/3/78,,17,5
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/4/78,,29,7
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/5/78,,8,-4
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/6/78,,8,-12
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/7/78,,14,2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/8/78,,19,3
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/9/78,,22,9
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/10/78,,25,14
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/11/78,,26,13
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/12/78,,26,24
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/13/78,,26,21
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/14/78,,23,6
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/15/78,,15,2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/16/78,,14,-8
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/17/78,,12,-10
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/18/78,,15,-8
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/19/78,,21,-6
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/20/78,,21,13
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/21/78,,19,-2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/22/78,,27,1
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/23/78,,32,18
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/24/78,,39,17
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/25/78,,27,15
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/26/78,,20,2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/27/78,,34,19
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",2/28/78,,31,14
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/1/78,,24,3
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/2/78,,24,17
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/3/78,,17,1
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/4/78,,13,-9
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/5/78,,28,-2
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/6/78,,32,14
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/7/78,,31,23
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/8/78,,31,11
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/9/78,,38,4
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/10/78,,40,17
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/11/78,,38,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/12/78,,36,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/13/78,,34,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/14/78,,37,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/15/78,,37,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/16/78,,33,24
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/17/78,,30,22
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/18/78,,47,21
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/19/78,,45,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/20/78,,51,31
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/21/78,,55,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/22/78,,58,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/23/78,,48,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/24/78,,35,27
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/25/78,,33,25
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/26/78,,53,30
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/27/78,,71,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/28/78,,62,40
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/29/78,,57,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/30/78,,79,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",3/31/78,,84,57
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/1/78,,59,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/2/78,,55,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/3/78,,82,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/4/78,,61,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/5/78,,53,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/6/78,,68,48
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/7/78,,76,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/8/78,,61,48
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/9/78,,74,47
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/10/78,,57,40
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/11/78,,65,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/12/78,,65,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/13/78,,59,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/14/78,,47,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/15/78,,59,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/16/78,,57,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/17/78,,48,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/18/78,,48,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/19/78,,45,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/20/78,,38,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/21/78,,56,31
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/22/78,,57,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/23/78,,64,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/24/78,,48,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/25/78,,63,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/26/78,,66,38
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/27/78,,69,41
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/28/78,,63,53
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/29/78,,57,52
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",4/30/78,,62,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/1/78,,56,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/2/78,,63,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/3/78,,62,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/4/78,,55,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/5/78,,52,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/6/78,,51,36
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/7/78,,51,47
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/8/78,,61,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/9/78,,67,47
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/10/78,,80,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/11/78,,79,57
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/12/78,,65,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/13/78,,68,50
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/14/78,,72,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/15/78,,65,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/16/78,,68,55
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/17/78,,68,57
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/18/78,,78,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/19/78,,82,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/20/78,,73,55
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/21/78,,74,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/22/78,,67,55
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/23/78,,73,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/24/78,,83,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/25/78,,88,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/26/78,,89,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/27/78,,86,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/28/78,,79,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/29/78,,75,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/30/78,,82,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",5/31/78,,81,63
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/1/78,,69,55
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/2/78,,73,50
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/3/78,,80,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/4/78,,82,52
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/5/78,,82,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/6/78,,83,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/7/78,,84,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/8/78,,75,48
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/9/78,,85,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/10/78,,89,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/11/78,,90,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/12/78,,82,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/13/78,,82,56
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/14/78,,77,63
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/15/78,,85,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/16/78,,93,74
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/17/78,,92,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/18/78,,81,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/19/78,,86,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/20/78,,75,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/21/78,,78,53
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/22/78,,79,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/23/78,,82,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/24/78,,90,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/25/78,,91,76
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/26/78,,89,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/27/78,,86,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/28/78,,91,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/29/78,,88,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",6/30/78,,93,76
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/1/78,,81,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/2/78,,89,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/3/78,,86,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/4/78,,89,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/5/78,,95,74
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/6/78,,85,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/7/78,,83,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/8/78,,82,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/9/78,,82,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/10/78,,76,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/11/78,,79,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/12/78,,83,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/13/78,,82,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/14/78,,85,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/15/78,,90,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/16/78,,92,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/17/78,,92,75
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/18/78,,90,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/19/78,,90,72
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/20/78,,81,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/21/78,,84,71
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/22/78,,84,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/23/78,,79,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/24/78,,81,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/25/78,,95,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/26/78,,87,68
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/27/78,,83,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/28/78,,90,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/29/78,,77,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/30/78,,79,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",7/31/78,,85,63
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/1/78,,85,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/2/78,,83,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/3/78,,76,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/4/78,,78,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/5/78,,82,53
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/6/78,,84,57
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/7/78,,88,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/8/78,,95,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/9/78,,88,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/10/78,,82,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/11/78,,83,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/12/78,,88,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/13/78,,91,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/14/78,,95,74
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/15/78,,87,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/16/78,,89,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/17/78,,88,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/18/78,,88,63
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/19/78,,82,56
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/20/78,,83,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/21/78,,80,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/22/78,,95,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/23/78,,95,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/24/78,,91,76
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/25/78,,88,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/26/78,,89,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/27/78,,86,70
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/28/78,,84,63
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/29/78,,81,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/30/78,,82,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",8/31/78,,83,58
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/1/78,,84,62
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/2/78,,87,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/3/78,,90,66
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/4/78,,87,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/5/78,,88,60
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/6/78,,93,64
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/7/78,,97,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/8/78,,93,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/9/78,,92,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/10/78,,90,69
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/11/78,,91,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/12/78,,90,73
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/13/78,,80,65
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/14/78,,80,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/15/78,,86,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/16/78,,89,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/17/78,,72,59
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/18/78,,87,67
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/19/78,,83,61
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/20/78,,61,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/21/78,,69,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/22/78,,71,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/23/78,,73,47
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/24/78,,82,53
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/25/78,,74,50
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/26/78,,78,50
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/27/78,,70,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/28/78,,70,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/29/78,,67,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",9/30/78,,68,51
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/1/78,,72,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/2/78,,66,55
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/3/78,,60,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/4/78,,68,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/5/78,,60,48
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/6/78,,54,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/7/78,,56,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/8/78,,63,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/9/78,,69,52
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/10/78,,69,49
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/11/78,,72,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/12/78,,57,45
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/13/78,,56,41
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/14/78,,57,36
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/15/78,,64,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/16/78,,55,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/17/78,,62,35
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/18/78,,62,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/19/78,,71,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/20/78,,81,41
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/21/78,,83,53
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/22/78,,65,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/23/78,,52,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/24/78,,64,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/25/78,,57,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/26/78,,61,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/27/78,,61,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/28/78,,59,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/29/78,,71,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/30/78,,73,46
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",10/31/78,,51,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/1/78,,64,40
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/2/78,,74,42
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/3/78,,76,54
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/4/78,,73,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/5/78,,64,47
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/6/78,,51,34
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/7/78,,57,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/8/78,,66,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/9/78,,66,44
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/10/78,,65,43
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/11/78,,54,39
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/12/78,,48,37
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/13/78,,59,31
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/14/78,,38,25
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/15/78,,37,29
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/16/78,,35,33
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/17/78,,38,32
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/18/78,,55,25
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",11/19/78,,28,14
